Date,Close,High,Low,Open,Volume
2015-01-02,24.2885799407959,24.75733433246641,23.848705532925308,24.746225733732643,212818400
2015-01-05,23.604326248168945,24.137506662408462,23.41771403539871,24.057529515525847,257142000
2015-01-06,23.60655212402344,23.86647704595982,23.24443284626176,23.668756205006424,263188400
2015-01-07,23.937576293945312,24.037546932280254,23.70430921125085,23.815388451593986,160423600
2015-01-08,24.8573055267334,24.915067190627752,24.148619623170894,24.266365009745527,237458000
2015-01-09,24.88395881652832,25.159434713199545,24.48407308351057,25.030582455345623,214798000
2015-01-12,24.27081298828125,25.021708011060305,24.170842354175225,25.01504352811119,198603200
2015-01-13,24.486303329467773,25.05947250680508,24.195276317806265,24.75511483629627,268367600
2015-01-14,24.392993927001957,24.54628207628489,24.10418731802887,24.22415306198996,195826400
2015-01-15,23.730972290039062,24.4507653975523,23.695427809326468,24.437436429151944,240056000
2015-01-16,23.546573638916016,23.899806455751897,23.371068260038804,23.777618630288504,314053200
2015-01-20,24.1530704498291,24.208610070364973,23.659878348281016,23.957569900784623,199599600
2015-01-21,24.33745384216309,24.672911811933083,24.05308966122845,24.204157443782996,194303600
2015-01-22,24.97060775756836,24.986158779800352,24.37522310007527,24.495188855122496,215185600
2015-01-23,25.099458694458008,25.27051992974988,24.77732797289847,24.94839090312455,185859200
2015-01-26,25.126115798950195,25.406035869763414,25.05946929299839,25.268297045568367,222460000
2015-01-27,24.24637031555176,24.988380334784807,24.22193275326079,24.97504967675884,382274800
2015-01-28,25.61708641052246,26.241352712133768,25.61708641052246,26.132493867924392,585908400
2015-01-29,26.414634704589844,26.47906084545902,25.672624750212208,25.84146561266473,337745600
2015-01-30,26.0280818939209,26.659011007530676,25.959211629596137,26.30355786641712,334982000
2015-02-02,26.35465812683105,26.474623901478232,25.788155057309723,26.225807505114823,250956400
2015-02-03,26.35909652709961,26.45684507806537,26.128051569930538,26.32577242554878,207662800
2015-02-04,26.561264038085938,26.77231558491817,26.283565972465485,26.32577662081883,280598800
2015-02-05,26.75084686279297,26.81552728569968,26.59695200478653,26.76868838851386,168984800
2015-02-06,26.52557373046875,26.819980096729665,26.418516096545076,26.76868125718588,174826400
2015-02-09,26.70176887512207,26.728532004529136,26.414053322633837,26.44081815366408,155559200
2015-02-10,27.214757919311523,27.24375358814784,26.799913958477497,26.80214308560048,248034000
2015-02-11,27.85264015197754,27.861561765770272,27.321816893488627,27.382035659559783,294247200
2015-02-12,28.20503044128418,28.43252729217205,28.006529254667925,28.115816023320768,297898000
2015-02-13,28.343307495117188,28.3879138448216,28.024367160023456,28.3879138448216,217088800
2015-02-17,28.51058578491211,28.74477339073821,28.30762296631305,28.43475294334409,252609600
2015-02-18,28.709089279174805,28.72247084575238,28.425833641377697,28.465980042733847,179566800
2015-02-19,28.648876190185547,28.778237039097533,28.62211305015124,28.65556697519412,149449600
2015-02-20,28.883056640625,28.883056640625,28.559656300973938,28.6867845875416,195793600
2015-02-23,29.66368293762207,29.66368293762207,28.918746152809994,28.99903896456052,283896400
2015-02-24,29.478559494018555,29.79750157285755,29.255524312794314,29.650297536470323,276912400
2015-02-25,28.72470092773437,29.351432677017826,28.581958540748293,29.34250936350478,298846800
2015-02-26,29.0882511138916,29.188616275789528,28.238487524843507,28.72470263962541,365150000
2015-02-27,28.651103973388672,29.12170839275284,28.602035955957557,28.994576692159352,248059200
2015-03-02,28.791608810424805,29.057021202929167,28.615412526417927,28.8272952538238,192386800
2015-03-03,28.851844787597656,28.887531250204688,28.568589020932976,28.76263203432847,151265200
2015-03-04,28.66893768310547,28.896434496946043,28.61987307938145,28.793840230187055,126665200
2015-03-05,28.19387626647949,28.71577774028096,28.048903067660213,28.67786217029503,226068400
2015-03-06,28.236251831054688,28.85405849556889,28.1604206909755,28.63771411109559,291368400
2015-03-09,28.356698989868164,28.89867636814721,27.892785303343523,28.53958781029872,354114000
2015-03-10,27.770112991333008,28.37453817397716,27.611758204879983,28.19388020803928,275426400
2015-03-11,27.263822555541992,27.8281013430904,27.234828591930796,27.823641387774657,275756000
2015-03-12,27.75672721862793,27.857094069691744,27.127768084796827,27.279432073886337,193450800
2015-03-13,27.564918518066406,27.96861337203962,27.33965419967843,27.74557818039915,207309200
2015-03-16,27.868247985839844,27.868247985839844,27.404336055974127,27.629600386252577,143497200
2015-03-17,28.33439445495605,28.396844044080183,28.024375636358634,28.080134441165704,204092400
2015-03-18,28.6533203125,28.807215080011176,28.184946930675387,28.32545843473593,261083600
2015-03-19,28.436986923217773,28.82729850843841,28.414683744387,28.715780912661085,183238000
2015-03-20,28.08013153076172,28.637717819416945,27.915085962093794,28.604263901299028,274780400
2015-03-23,28.372303009033203,28.515045377867303,28.218408201349487,28.352230661051813,150838800
2015-03-24,28.256332397460938,28.55742790071318,28.227336729995056,28.37677161973604,131369200
2015-03-25,27.51808357238769,28.28532523861502,27.51808357238769,28.22287565213114,206620800
2015-03-26,27.70989227294922,27.85263466225091,27.3441146876607,27.379801135797877,190291600
2015-03-27,27.489093780517575,27.81249420316824,27.41326261445423,27.78350023407764,158184800
2015-03-30,28.184961318969727,28.191652103299248,27.65636723582943,27.66751967746109,188398800
2015-03-31,27.75226783752441,28.211719769136774,27.73665544280817,28.122505355776788,168362400
2015-04-01,27.712120056152344,27.906161267922677,27.45562926862788,27.83925003582992,162485600
2015-04-02,27.95076560974121,28.00429357058861,27.698736496695805,27.886085210473304,128880400
2015-04-06,28.403541564941406,28.43922802526115,27.72997579183501,27.76120059380274,148776000
2015-04-07,28.104663848876957,28.575266518887044,28.097973065655605,28.46821058409864,140049200
2015-04-08,28.01321792602539,28.19164674849862,27.87270637692349,28.068976720345358,149316800
2015-04-09,28.22733497619629,28.23179663320168,27.80356944835671,28.06898018497623,129936000
2015-04-10,28.347776412963867,28.372310423545866,27.93739242072632,28.09128556700355,160752000
2015-04-13,28.29201316833496,28.675635664369462,28.238485199838177,28.63102590431251,145460400
2015-04-14,28.169347763061523,28.39015214497261,28.082364167107954,28.325471729741363,102098400
2015-04-15,28.27640151977539,28.35446349706556,28.104665169737025,28.19387958733585,115881600
2015-04-16,28.14034843444824,28.34777122125645,28.126966868081063,28.164882440537,113476000
2015-04-17,27.823640823364254,28.1336596110378,27.75896041204498,28.00206966159836,207828000
2015-04-20,28.45929336547852,28.575270929671763,27.91731771978738,28.00653214696416,188217200
2015-04-21,28.30539894104004,28.59311286068083,28.251869266183697,28.57081138192607,129740400
2015-04-22,28.68678474426269,28.74254354117084,28.17380483368184,28.32323800100604,150618000
2015-04-23,28.92097282409668,29.088249217436424,28.57972925394336,28.615415701301764,183083600
2015-04-24,29.057029724121094,29.13509341654333,28.822842050101915,29.10386862022395,178103600
2015-04-27,29.58561897277832,29.69267832293052,29.251066160858866,29.5097878188559,387816800
2015-04-28,29.119474411010746,30.00715353104131,28.89867174682491,29.98931371036218,475696000
2015-04-29,28.69124412536621,29.349197196049392,28.615412984364703,29.03025853658896,253544400
2015-04-30,27.912860870361328,28.69125338831198,27.78573085051481,28.69125338831198,332781600
2015-05-01,28.76038360595703,29.0235668681477,27.946306621803032,28.12473373133924,234050400
2015-05-04,28.704626083374023,29.121704171076107,28.60649006273824,28.883054902416664,203953200
2015-05-05,28.057836532592773,28.648878613325763,28.05337487446045,28.581967354332896,197085600
2015-05-06,27.88163185119629,28.269712636977108,27.513623417372457,28.227335402903112,288564000
2015-05-07,28.054094314575195,28.237747103847084,27.776374128861143,27.94434930351465,175763600
2015-05-08,28.58264541625977,28.58264541625977,28.24445504869353,28.372116064317304,222201600
2015-05-11,28.29149627685547,28.56921473023496,28.13695858251389,28.531140770644967,168143200
2015-05-12,28.19070625305176,28.416911527049663,27.95554039183773,28.130234250462387,192640000
2015-05-13,28.222064971923828,28.48634593942637,28.190709747705863,28.253420196141796,138776800
2015-05-14,28.880517959594727,28.880517959594727,28.479618894289107,28.53561059386857,180814000
2015-05-15,28.84021377563477,29.001470189666254,28.71479287971319,28.90740451772507,152832000
2015-05-18,29.15824317932129,29.276945330037027,28.74838345577984,28.75286374942837,203531600
2015-05-19,29.13136100769043,29.312773554519342,29.03505351424258,29.27021931909787,178532800
2015-05-20,29.129127502441406,29.3351765910795,28.967871099600664,29.11569003844849,145819600
2015-05-21,29.427003860473636,29.48075713398518,29.07761612630576,29.131369399817302,158921600
2015-05-22,29.68456077575684,29.78086828529664,29.42923873802828,29.474034835932816,182384000
2015-05-26,29.03057861328125,29.767431377512352,28.91859520135844,29.69800220891421,282790400
2015-05-27,29.57257843017578,29.62185140567404,29.126886630163256,29.191835506522278,183332800
2015-05-28,29.514345169067383,29.552419115666552,29.362049382670712,29.532262923489736,122933200
2015-05-29,29.178401947021484,29.440442760428297,29.093293447509463,29.3911697783385,203538000
2015-06-01,29.23663330078125,29.42700650462721,29.126891723179163,29.178403145675308,128451200
2015-06-02,29.10672950744629,29.263505598366184,28.963390878967747,29.08433145840239,134670400
2015-06-03,29.14255714416504,29.326211549340485,29.09328417777465,29.263501122563977,123934000
2015-06-04,28.972352981567383,29.24559282261084,28.87156857863304,29.021625963884272,153800400
2015-06-05,28.81333541870117,29.04626286887471,28.74838653242886,29.00370861831629,142507200
2015-06-08,28.62295913696289,28.93875316074848,28.405711056837685,28.869320578651514,210699200
2015-06-09,28.537860870361328,28.685679838764017,28.13472149138737,28.376604435279035,224301600
2015-06-10,28.86484146118164,28.96786427248896,28.634154228372235,28.64983183557957,156349200
2015-06-11,28.79989242553711,29.15599884743888,28.775255938756725,28.93203202851262,141563600
2015-06-12,28.481863021850582,28.741665379991318,28.468425558061032,28.71031015866142,147544800
2015-06-15,28.42586326599121,28.49753256713731,28.154863667634693,28.242210575008656,175955600
