,Close,High,Low,Open,Volume,roll_mean_5,roll_std_5,roll_mean_10,roll_std_10,roll_mean_20,roll_std_20,lag_1,lag_2,lag_3,lag_5,lag_7
2015-01-31,26.13694063822428,26.65901100753068,25.959211629596137,26.30355786641712,334982000.0,25.688622792561848,0.8556465873885171,25.3864870707194,0.6547222530993423,24.716625865300497,0.8523513708640078,26.0280818939209,26.414634704589844,25.61708641052246,25.126115798950195,25.108344395955402
2015-02-01,26.245799382527668,26.65901100753068,25.959211629596137,26.30355786641712,334982000.0,26.08850860595703,0.2997226035140835,25.514006233215333,0.6880569853994629,24.81537518501282,0.9104119452337326,26.13694063822428,26.0280818939209,26.414634704589844,24.24637031555176,25.1172300974528
2015-02-02,26.35465812683105,26.474623901478232,25.788155057309723,26.225807505114823,250956400.0,26.23602294921875,0.1574236561023206,25.639526176452637,0.7178745727075132,24.90879292488098,0.96884941247148,26.245799382527668,26.13694063822428,26.0280818939209,25.61708641052246,25.126115798950195
2015-02-03,26.35909652709961,26.45684507806537,26.128051569930538,26.32577242554878,207662800.0,26.224915313720704,0.14296579887017688,25.76460138956706,0.7239770127951253,25.007098054885866,1.01252078490869,26.35465812683105,26.245799382527668,26.13694063822428,26.414634704589844,24.24637031555176
2015-02-04,26.561264038085938,26.77231558491817,26.283565972465485,26.32577662081883,280598800.0,26.33155174255371,0.15754944307034496,25.909004783630373,0.7245184468952216,25.148612642288207,1.022514337159743,26.35909652709961,26.35465812683105,26.245799382527668,26.0280818939209,25.61708641052246
2015-02-05,26.75084686279297,26.81552728569968,26.59695200478653,26.76868838851386,168984800.0,26.454332987467446,0.20115047443543718,26.07147789001465,0.7115047153710283,25.308826303482057,1.0092319385139348,26.561264038085938,26.35909652709961,26.35465812683105,26.13694063822428,26.414634704589844
2015-02-06,26.52557373046875,26.819980096729665,26.41851609654508,26.76868125718588,174826400.0,26.510287857055665,0.16414954719967498,26.29939823150635,0.3183043954134811,25.450195097923277,0.9689679954189141,26.75084686279297,26.561264038085938,26.35909652709961,26.245799382527668,26.0280818939209
2015-02-07,26.58430544535319,26.819980096729665,26.41851609654508,26.76868125718588,174826400.0,26.55621732076009,0.14008096556112515,26.396120134989417,0.2195780363863626,25.586919267972313,0.9231018345739264,26.52557373046875,26.75084686279297,26.561264038085938,26.35465812683105,26.13694063822428
2015-02-08,26.64303716023763,26.819980096729665,26.41851609654508,26.76868125718588,174826400.0,26.613005447387696,0.08810126028376748,26.4189603805542,0.23317591986999384,25.71899881362915,0.8718698332867688,26.58430544535319,26.52557373046875,26.75084686279297,26.35909652709961,26.245799382527668
2015-02-09,26.70176887512207,26.728532004529136,26.41405332263384,26.44081815366408,155559200.0,26.641106414794923,0.0898620874936518,26.486329078674316,0.2030731463422248,25.8464337348938,0.8153751247697755,26.64303716023763,26.58430544535319,26.52557373046875,26.561264038085938,26.35465812683105
2015-02-10,27.214757919311523,27.24375358814784,26.799913958477497,26.80214308560048,248034000.0,26.733888626098633,0.27671789249621453,26.59411080678304,0.2715215582394291,25.99029893875122,0.7885109920520518,26.70176887512207,26.64303716023763,26.58430544535319,26.75084686279297,26.35909652709961
2015-02-11,27.85264015197754,27.861561765770272,27.321816893488627,27.382035659559783,294247200.0,26.99930191040039,0.5390454506825139,26.754794883728028,0.4555701126563129,26.13440055847168,0.8530589311576646,27.214757919311523,26.70176887512207,26.64303716023763,26.52557373046875,26.561264038085938
2015-02-12,28.20503044128418,28.43252729217205,28.006529254667925,28.115816023320768,297898000.0,27.32344690958659,0.6925477083393743,26.93983211517334,0.6208044177500563,26.28967914581299,0.9336024149977521,27.85264015197754,27.214757919311523,26.70176887512207,26.58430544535319,26.75084686279297
2015-02-13,28.343307495117188,28.3879138448216,28.024367160023456,28.3879138448216,217088800.0,27.6635009765625,0.6923625599857167,27.138253211975098,0.723215284389781,26.451427300771076,0.9962890145487786,28.20503044128418,27.85264015197754,27.214757919311523,26.64303716023763,26.52557373046875
2015-02-14,28.385127067565918,28.3879138448216,28.024367160023456,28.3879138448216,217088800.0,28.00017261505127,0.4864515076917234,27.320639514923094,0.7885636307810369,26.614822149276733,1.0332472901666387,28.343307495117188,28.20503044128418,27.85264015197754,26.70176887512207,26.58430544535319
2015-02-15,28.42694664001465,28.3879138448216,28.024367160023456,28.3879138448216,217088800.0,28.242610359191893,0.23340940561689424,27.488249492645263,0.8309842985815554,26.779863691329957,1.0464771390985246,28.385127067565918,28.343307495117188,28.20503044128418,27.214757919311523,26.64303716023763
2015-02-16,28.46876621246338,28.3879138448216,28.024367160023456,28.3879138448216,217088800.0,28.36583557128906,0.10132527509698615,27.682568740844726,0.8077322750181792,26.990983486175537,0.9276326784298233,28.42694664001465,28.385127067565918,28.343307495117188,27.85264015197754,26.70176887512207
2015-02-17,28.51058578491211,28.74477339073821,28.30762296631305,28.43475294334409,252609600.0,28.42694664001465,0.06612254985637873,27.875196774800617,0.7438829968736423,27.13565845489502,0.9277172429958503,28.46876621246338,28.42694664001465,28.385127067565918,28.20503044128418,27.214757919311523
2015-02-18,28.709089279174805,28.72247084575238,28.425833641377697,28.465980042733847,179566800.0,28.500102996826172,0.12583567256689066,28.081801986694337,0.6438218762130423,27.250381183624267,0.9745473874312535,28.51058578491211,28.46876621246338,28.42694664001465,28.343307495117188,27.85264015197754
2015-02-19,28.648876190185547,28.778237039097533,28.62211305015124,28.65556697519412,149449600.0,28.552852821350097,0.12076810917830517,28.276512718200685,0.4432855297794104,27.3814208984375,0.9777378345535912,28.709089279174805,28.51058578491211,28.46876621246338,28.385127067565918,28.20503044128418
2015-02-20,28.883056640625,28.883056640625,28.559656300973938,28.6867845875416,195793600.0,28.644074821472167,0.16576691015694242,28.44334259033203,0.2849500468344095,27.518726698557536,0.9865563530855557,28.648876190185547,28.709089279174805,28.51058578491211,28.42694664001465,28.343307495117188
2015-02-21,29.14326540629069,28.883056640625,28.559656300973938,28.6867845875416,195793600.0,28.77897466023763,0.24360981768806553,28.57240511576335,0.2799126819469967,27.663599999745685,1.0024074156365876,28.883056640625,28.648876190185547,28.709089279174805,28.46876621246338,28.385127067565918
2015-02-22,29.40347417195638,28.883056640625,28.559656300973938,28.6867845875416,195793600.0,28.957552337646483,0.31460296028916057,28.692249488830566,0.35233268255805306,27.816040802001954,1.0244552148169477,29.14326540629069,28.883056640625,28.648876190185547,28.51058578491211,28.42694664001465
2015-02-23,29.66368293762207,29.66368293762207,28.918746152809994,28.99903896456052,283896400.0,29.148471069335937,0.4032793116247271,28.824287033081056,0.4428227852619375,27.981270122528077,1.0434190138311952,29.40347417195638,29.14326540629069,28.883056640625,28.709089279174805,28.46876621246338
2015-02-24,29.478559494018555,29.79750157285755,29.255524312794314,29.650297536470323,276912400.0,29.314407730102538,0.30505133200920903,28.93363027572632,0.4571019462065565,28.12713489532471,1.038360779846121,29.66368293762207,29.40347417195638,29.14326540629069,28.648876190185547,28.51058578491211
2015-02-25,28.72470092773437,29.351432677017826,28.581958540748293,29.34250936350478,298846800.0,29.282736587524415,0.36362766143652286,28.963405704498292,0.42928067834475386,28.225827598571776,0.9934994104955667,29.478559494018555,29.66368293762207,29.40347417195638,28.883056640625,28.709089279174805
2015-02-26,29.0882511138916,29.188616275789528,28.238487524843507,28.72470263962541,365150000.0,29.2717337290446,0.36968479115085073,29.025354194641114,0.393146721559586,28.35396146774292,0.9256100642463274,28.72470092773437,29.478559494018555,29.66368293762207,29.14326540629069,28.648876190185547
2015-02-27,28.651103973388672,29.12170839275284,28.60203595595756,28.994576692159352,248059200.0,29.121259689331055,0.4475714874188705,29.03940601348877,0.37478605428530887,28.457301394144697,0.827849282397481,29.0882511138916,28.72470092773437,29.478559494018555,29.40347417195638,28.883056640625
2015-02-28,28.697938919067383,29.12170839275284,28.60203595595756,28.994576692159352,248059200.0,28.928110885620118,0.3534565524136484,29.038290977478027,0.3758929334756617,28.560046482086182,0.7099508841054069,28.651103973388672,29.0882511138916,28.72470092773437,29.66368293762207,29.14326540629069
2015-03-01,28.744773864746094,29.12170839275284,28.60203595595756,28.994576692159352,248059200.0,28.781353759765626,0.17511186465113468,29.047880744934083,0.3659459977522905,28.662196731567384,0.5595491592616347,28.697938919067383,28.651103973388672,29.0882511138916,29.478559494018555,29.40347417195638
2015-03-02,28.791608810424805,29.057021202929167,28.615412526417927,28.8272952538238,192386800.0,28.79473533630371,0.17223309082463484,29.038735961914064,0.3716211194706062,28.741039276123047,0.4440338657821271,28.744773864746094,28.697938919067383,28.651103973388672,28.72470092773437,29.66368293762207
2015-03-03,28.851844787597656,28.887531250204688,28.568589020932976,28.76263203432847,151265200.0,28.74745407104492,0.0784049389575311,29.009593900044756,0.3739324978485076,28.790999507904054,0.3919760846400687,28.791608810424805,28.744773864746094,28.697938919067383,29.0882511138916,29.478559494018555
2015-03-04,28.66893768310547,28.896434496946043,28.61987307938145,28.79384023018705,126665200.0,28.75102081298828,0.07315601723025608,28.936140251159667,0.3598425922412152,28.814194869995116,0.36849899044727097,28.851844787597656,28.791608810424805,28.744773864746094,28.651103973388672,28.72470092773437
2015-03-05,28.19387626647949,28.71577774028096,28.048903067660213,28.67786217029503,226068400.0,28.650208282470704,0.263715631942552,28.78915958404541,0.32846182223488446,28.80672330856323,0.3798879598468919,28.66893768310547,28.851844787597656,28.791608810424805,28.697938919067383,29.0882511138916
2015-03-06,28.236251831054688,28.85405849556889,28.1604206909755,28.63771411109559,291368400.0,28.548503875732422,0.3118020608861331,28.664928817749022,0.26813894252651554,28.799279546737672,0.38991014505513694,28.19387626647949,28.66893768310547,28.851844787597656,28.744773864746094,28.651103973388672
2015-03-07,28.276400883992512,28.85405849556889,28.1604206909755,28.63771411109559,291368400.0,28.44546229044596,0.29611411991056846,28.620098813374835,0.29332772527749956,28.791752258936565,0.39882759792157496,28.236251831054688,28.19387626647949,28.66893768310547,28.791608810424805,28.697938919067383
2015-03-08,28.31654993693034,28.85405849556889,28.1604206909755,28.63771411109559,291368400.0,28.3384033203125,0.19032724023976266,28.54292869567871,0.25555896536535344,28.78414144515991,0.40669038885223385,28.276400883992512,28.236251831054688,28.19387626647949,28.851844787597656,28.744773864746094
2015-03-09,28.356698989868164,28.89867636814721,27.892785303343523,28.53958781029872,354114000.0,28.275955581665038,0.0641891730273921,28.51348819732666,0.2586515558717675,28.776447105407716,0.4135363963717558,28.31654993693034,28.276400883992512,28.236251831054688,28.66893768310547,28.791608810424805
2015-03-10,27.770112991333008,28.37453817397716,27.611758204879983,28.19388020803928,275426400.0,28.191202926635743,0.23963808611929358,28.420705604553223,0.33905164783747976,28.729498291015624,0.47090741744545705,28.356698989868164,28.31654993693034,28.276400883992512,28.19387626647949,28.851844787597656
2015-03-11,27.263822555541992,27.8281013430904,27.2348285919308,27.823641387774657,275756000.0,27.996717071533205,0.47396910737976,28.272610473632813,0.477102441004672,28.660245609283447,0.5739571265929456,27.770112991333008,28.356698989868164,28.31654993693034,28.236251831054688,28.66893768310547
2015-03-12,27.75672721862793,27.857094069691744,27.127768084796827,27.279432073886337,193450800.0,27.892782338460286,0.45385757949286515,28.169122314453126,0.46407840827112223,28.603929138183595,0.605343691345851,27.263822555541992,27.770112991333008,28.356698989868164,28.276400883992512,28.19387626647949
2015-03-13,27.564918518066406,27.96861337203962,27.33965419967843,27.74557818039915,207309200.0,27.7424560546875,0.3996475194149197,28.0404296875,0.43097476738741197,28.525011793772382,0.6335563457696318,27.75672721862793,27.263822555541992,27.770112991333008,28.31654993693034,28.236251831054688
2015-03-14,27.66602834065755,27.96861337203962,27.33965419967843,27.74557818039915,207309200.0,27.60432192484538,0.20737296232529373,27.940138753255205,0.38242277422045345,28.43813950220744,0.6258341693939754,27.564918518066406,27.75672721862793,27.263822555541992,28.356698989868164,28.276400883992512
2015-03-15,27.7671381632487,27.96861337203962,27.33965419967843,27.74557818039915,207309200.0,27.603726959228517,0.20678180641351487,27.897464942932128,0.37469402952166897,28.34331226348877,0.5717075865002208,27.66602834065755,27.564918518066406,27.75672721862793,27.770112991333008,28.31654993693034
2015-03-16,27.868247985839844,27.868247985839844,27.404336055974127,27.629600386252577,143497200.0,27.724612045288087,0.11446092299385387,27.860664558410644,0.3552925138907597,28.262796688079835,0.5138803035205012,27.7671381632487,27.66602834065755,27.564918518066406,27.263822555541992,28.356698989868164
2015-03-17,28.33439445495605,28.396844044080183,28.024375636358634,28.080134441165704,204092400.0,27.84014549255371,0.29852492658354846,27.866463915506994,0.3632174021293951,28.243281364440918,0.5027053189889737,27.868247985839844,27.7671381632487,27.66602834065755,27.75672721862793,27.770112991333008
2015-03-18,28.6533203125,28.807215080011176,28.184946930675387,28.32545843473593,261083600.0,28.05782585144043,0.4198357518872277,27.900140953063964,0.42065637403000233,28.22153482437134,0.47274338974448366,28.33439445495605,27.868247985839844,27.7671381632487,27.564918518066406,27.263822555541992
2015-03-19,28.436986923217773,28.82729850843841,28.414683744387,28.715780912661085,183238000.0,28.212017567952472,0.3796151458852431,27.908169746398926,0.43097819029432555,28.210828971862792,0.4648620387274029,28.6533203125,28.33439445495605,27.868247985839844,27.66602834065755,27.75672721862793
2015-03-20,28.08013153076172,28.637717819416945,27.915085962093794,28.604263901299028,274780400.0,28.274616241455078,0.30672214967164163,27.939171600341798,0.4310941947555342,28.17993860244751,0.4511131850001491,28.436986923217773,28.6533203125,28.33439445495605,27.7671381632487,27.564918518066406
2015-03-21,28.17752202351888,28.637717819416945,27.915085962093794,28.604263901299028,274780400.0,28.336471048990887,0.22443036242072456,28.030541547139485,0.3635946709831135,28.15157601038615,0.4311207696035513,28.08013153076172,28.436986923217773,28.6533203125,27.868247985839844,27.66602834065755
2015-03-22,28.274912516276043,28.637717819416945,27.915085962093794,28.604263901299028,274780400.0,28.324574661254882,0.2261379395449727,28.082360076904298,0.3571027002440782,28.12574119567871,0.4054664887981725,28.17752202351888,28.08013153076172,28.436986923217773,28.33439445495605,27.7671381632487
2015-03-23,28.372303009033203,28.515045377867303,28.218408201349487,28.352230661051813,150838800.0,28.268371200561525,0.1440170283387544,28.163098526000976,0.316023067397876,28.101764106750487,0.37316051879541967,28.274912516276043,28.17752202351888,28.08013153076172,28.6533203125,27.868247985839844
2015-03-24,28.256332397460938,28.55742790071318,28.227336729995056,28.37677161973604,131369200.0,28.232240295410158,0.10971562915558124,28.22212893168131,0.26365025440497614,28.08113384246826,0.35089509735865215,28.372303009033203,28.274912516276043,28.17752202351888,28.436986923217773,28.33439445495605
2015-03-25,27.51808357238769,28.28532523861502,27.51808357238769,28.22287565213114,206620800.0,28.119830703735353,0.34345787382765125,28.197223472595216,0.3176412300923738,28.047344207763672,0.3714055792634877,28.256332397460938,28.372303009033203,28.274912516276043,28.08013153076172,28.6533203125
2015-03-26,27.70989227294922,27.85263466225091,27.3441146876607,27.37980113579788,190291600.0,28.026304753621417,0.3849801801100614,28.181387901306152,0.33908745734746676,28.0210262298584,0.37593637345230785,27.51808357238769,28.256332397460938,28.372303009033203,28.17752202351888,28.436986923217773
2015-03-27,27.48909378051757,27.81249420316824,27.41326261445423,27.78350023407764,158184800.0,27.869141006469725,0.41717099287568205,28.096857833862305,0.3971047377611729,27.98166087468465,0.3887888260343017,27.70989227294922,27.51808357238769,28.256332397460938,28.274912516276043,28.08013153076172
2015-03-28,27.72104962666829,27.81249420316824,27.41326261445423,27.78350023407764,158184800.0,27.738890329996742,0.3082447937625937,28.003630765279134,0.3596136831638432,27.95188585917155,0.3845718590943361,27.48909378051757,27.70989227294922,27.51808357238769,28.372303009033203,28.17752202351888
2015-03-29,27.953005472819008,27.81249420316824,27.41326261445423,27.78350023407764,158184800.0,27.678224945068354,0.18692041627963185,27.955232620239258,0.32578785978477703,27.931701183319092,0.3726147962499288,27.72104962666829,27.48909378051757,27.70989227294922,28.256332397460938,28.274912516276043
2015-03-30,28.184961318969727,28.191652103299248,27.65636723582943,27.66751967746109,188398800.0,27.81160049438476,0.2654940092083094,27.965715599060058,0.3318828734105908,27.952443599700928,0.37468716334089264,27.953005472819008,27.72104962666829,27.48909378051757,27.51808357238769,28.372303009033203
2015-03-31,27.75226783752441,28.21171976913677,27.73665544280817,28.122505355776788,168362400.0,27.8200756072998,0.26209012756584393,27.923190180460608,0.328959647670822,27.97686586380005,0.3419265380247576,28.184961318969727,27.953005472819008,27.72104962666829,27.70989227294922,28.256332397460938
2015-04-01,27.712120056152344,27.90616126792268,27.45562926862788,27.83925003582992,162485600.0,27.86468086242676,0.20428058357848822,27.866910934448242,0.3096769838088,27.974635505676268,0.34357954877007635,27.75226783752441,28.184961318969727,27.953005472819008,27.48909378051757,27.51808357238769
2015-04-02,27.95076560974121,28.00429357058861,27.698736496695805,27.886085210473304,128880400.0,27.91062405904134,0.1891751784507774,27.824757194519044,0.25753955215618124,27.99392786026001,0.3299241606168637,27.712120056152344,27.75226783752441,28.184961318969727,27.72104962666829,27.70989227294922
2015-04-03,28.06395959854126,28.00429357058861,27.698736496695805,27.886085210473304,128880400.0,27.93281488418579,0.2014959257680634,27.805519914627077,0.2271072906610224,28.013824423154194,0.3209867982633057,27.95076560974121,27.712120056152344,27.75226783752441,27.953005472819008,27.48909378051757
2015-04-04,28.17715358734131,28.00429357058861,27.698736496695805,27.886085210473304,128880400.0,27.931253337860106,0.19906896892493728,27.871426916122438,0.2300372193644912,28.034325194358825,0.31747645094395754,28.06395959854126,27.95076560974121,27.712120056152344,28.184961318969727,27.72104962666829
2015-04-05,28.290347576141357,28.00429357058861,27.698736496695805,27.886085210473304,128880400.0,28.038869285583495,0.22221651557080474,27.92947244644165,0.2564636303393866,28.0554301738739,0.31987596763622134,28.17715358734131,28.06395959854126,27.95076560974121,27.75226783752441,27.953005472819008
2015-04-06,28.403541564941406,28.43922802526115,27.72997579183501,27.76120059380274,148776000.0,28.17715358734131,0.17897541102393627,28.020917224884034,0.2447558937780892,28.05888752937317,0.3234040541915655,28.290347576141357,28.17715358734131,28.06395959854126,27.712120056152344,28.184961318969727
2015-04-07,28.10466384887696,28.575266518887044,28.097973065655605,28.46821058409864,140049200.0,28.207933235168458,0.13909987705215762,28.0592786471049,0.22149139970122067,28.031454706192015,0.2920803246676193,28.403541564941406,28.290347576141357,28.17715358734131,27.95076560974121,27.75226783752441
2015-04-08,28.01321792602539,28.19164674849862,27.87270637692349,28.06897672034536,149316800.0,28.197784900665283,0.15335074444617017,28.065299892425536,0.21908674329181022,28.010266256332397,0.2760439131786664,28.10466384887696,28.403541564941406,28.290347576141357,28.06395959854126,27.712120056152344
2015-04-09,28.22733497619629,28.23179663320168,27.80356944835671,28.06898018497623,129936000.0,28.20782117843628,0.15330502666719106,28.069537258148195,0.22204803495921327,28.017626428604125,0.2799397329794688,28.01321792602539,28.10466384887696,28.403541564941406,28.17715358734131,27.95076560974121
2015-04-10,28.347776412963867,28.372310423545866,27.93739242072632,28.09128556700355,160752000.0,28.21930694580078,0.1628856745538509,28.129088115692138,0.20683919253871805,28.026139148076375,0.28754330666555294,28.22733497619629,28.01321792602539,28.10466384887696,28.290347576141357,28.06395959854126
2015-04-11,28.32918866475423,28.372310423545866,27.93739242072632,28.09128556700355,160752000.0,28.20443636576335,0.14418122139903947,28.190794976552333,0.15389121858456958,28.028852955500287,0.290258091756615,28.347776412963867,28.22733497619629,28.01321792602539,28.403541564941406,28.17715358734131
2015-04-12,28.310600916544598,28.372310423545866,27.93739242072632,28.09128556700355,160752000.0,28.245623779296874,0.13782891565752034,28.226778507232666,0.13204956390203004,28.025767850875855,0.2867218580366352,28.32918866475423,28.347776412963867,28.22733497619629,28.10466384887696,28.290347576141357
2015-04-13,28.29201316833496,28.675635664369462,28.238485199838177,28.63102590431251,145460400.0,28.30138282775879,0.046317861886391955,28.249583864212035,0.1199437399841873,28.027551889419556,0.28833843023890077,28.310600916544598,28.32918866475423,28.347776412963867,28.01321792602539,28.403541564941406
2015-04-14,28.169347763061523,28.39015214497261,28.082364167107954,28.325471729741363,102098400.0,28.289785385131836,0.07046106714006664,28.248803281784056,0.12049163211311742,28.060115098953247,0.2634770346648597,28.29201316833496,28.310600916544598,28.32918866475423,28.22733497619629,28.10466384887696
2015-04-15,28.27640151977539,28.35446349706556,28.104665169737025,28.19387958733585,115881600.0,28.275510406494142,0.06256265139321761,28.24740867614746,0.12003720987043502,28.088440561294554,0.2541300909874821,28.169347763061523,28.29201316833496,28.310600916544598,28.347776412963867,28.01321792602539
2015-04-16,28.14034843444824,28.34777122125645,28.126966868081063,28.164882440537,113476000.0,28.23774236043294,0.07731690979095114,28.221089363098145,0.11047259075695731,28.121003293991087,0.21142762755972233,28.27640151977539,28.169347763061523,28.29201316833496,28.32918866475423,28.22733497619629
2015-04-17,27.82364082336425,28.1336596110378,27.75896041204498,28.00206966159836,207828000.0,28.140350341796875,0.18885001025444173,28.192987060546876,0.1654457907409544,28.126132853825887,0.20225914167948128,28.14034843444824,28.27640151977539,28.169347763061523,28.310600916544598,28.347776412963867
2015-04-18,28.035525004069008,28.1336596110378,27.75896041204498,28.00206966159836,207828000.0,28.089052708943683,0.1713817436944056,28.195217768351238,0.16288318377006258,28.130258830388385,0.19936249267112857,27.82364082336425,28.14034843444824,28.27640151977539,28.29201316833496,28.32918866475423
2015-04-19,28.247409184773762,28.1336596110378,27.75896041204498,28.00206966159836,207828000.0,28.104664993286132,0.18364202194523038,28.197225189208986,0.16344571491581386,28.13338122367859,0.20074853642716473,28.035525004069008,27.82364082336425,28.14034843444824,28.169347763061523,28.310600916544598
2015-04-20,28.45929336547852,28.575270929671763,27.91731771978738,28.00653214696416,188217200.0,28.141243362426756,0.23689424395963127,28.20837688446045,0.17801403517962808,28.168732500076295,0.19217269904178938,28.247409184773762,28.035525004069008,27.82364082336425,28.27640151977539,28.29201316833496
2015-04-21,28.30539894104004,28.59311286068083,28.251869266183697,28.57081138192607,129740400.0,28.174253463745117,0.2479785527184546,28.205997912089032,0.17637150456356654,28.19839644432068,0.16128764419997024,28.45929336547852,28.247409184773762,28.035525004069008,28.14034843444824,28.169347763061523
2015-04-22,28.68678474426269,28.74254354117084,28.17380483368184,28.32323800100604,150618000.0,28.346882247924803,0.24327405056372622,28.24361629486084,0.23238496098426684,28.235197401046754,0.18415900912935418,28.30539894104004,28.45929336547852,28.247409184773762,27.82364082336425,28.27640151977539
2015-04-23,28.92097282409668,29.088249217436424,28.57972925394336,28.615415701301764,183083600.0,28.523971811930334,0.27953628684853793,28.30651226043701,0.31674306382016965,28.278048062324523,0.23492644253492323,28.68678474426269,28.30539894104004,28.45929336547852,28.035525004069008,28.14034843444824
2015-04-24,29.057029724121094,29.13509341654333,28.822842050101915,29.10386862022395,178103600.0,28.685895919799805,0.3119009899483696,28.39528045654297,0.3899572560421278,28.322041869163513,0.29078314113239984,28.92097282409668,28.68678474426269,28.30539894104004,28.247409184773762,27.82364082336425
2015-04-25,29.233226140340168,29.13509341654333,28.822842050101915,29.10386862022395,178103600.0,28.840682474772137,0.3597068858160506,28.490962918599443,0.46726977525415575,28.36918579737345,0.35476776070357663,29.057029724121094,28.92097282409668,28.68678474426269,28.45929336547852,28.035525004069008
2015-04-26,29.409422556559246,29.13509341654333,28.822842050101915,29.10386862022395,178103600.0,29.061487197875977,0.278711035498962,28.617870330810547,0.5296384577256524,28.419479846954346,0.4243673610018161,29.233226140340168,29.057029724121094,28.92097282409668,28.30539894104004,28.247409184773762
2015-04-27,29.58561897277832,29.69267832293052,29.251066160858866,29.5097878188559,387816800.0,29.2412540435791,0.2662005634309608,28.794068145751954,0.5291431529420298,28.493527603149413,0.4905837247483248,29.409422556559246,29.233226140340168,29.057029724121094,28.68678474426269,28.45929336547852
2015-04-28,29.119474411010746,30.00715353104131,28.89867174682491,29.98931371036218,475696000.0,29.280954360961914,0.21669137225424112,28.90246308644613,0.4634339452803988,28.54884042739868,0.49591474641764616,29.58561897277832,29.409422556559246,29.233226140340168,28.92097282409668,28.30539894104004
2015-04-29,28.69124412536621,29.349197196049392,28.615412984364703,29.03025853658896,253544400.0,29.207797241210937,0.33862837350421804,28.946846580505373,0.41214319042426434,28.57203588485718,0.4909094541703557,29.119474411010746,29.58561897277832,29.409422556559246,29.057029724121094,28.68678474426269
2015-04-30,27.912860870361328,28.69125338831198,27.78573085051481,28.69125338831198,332781600.0,28.943724187215174,0.6682472199293829,28.892203330993652,0.5088459217620556,28.55029010772705,0.5106039542709128,28.69124412536621,29.119474411010746,29.58561897277832,29.233226140340168,28.92097282409668
2015-05-01,28.76038360595703,29.0235668681477,27.946306621803032,28.12473373133924,234050400.0,28.813916397094726,0.616178925601152,28.937701797485353,0.4693557632132959,28.57184985478719,0.5098796834482607,27.912860870361328,28.69124412536621,29.119474411010746,29.409422556559246,29.057029724121094
